CLIENT_ID,CLIENT_FIRST_NAME,CLIENT_LAST_NAME,CAR,CLAIM,dealerId,delaerOrderId
4164.0,Raquel,Costa,Dolphin,Vehicle control system failures,7.0,004164
4165.0,Levi,Leão,Dolphin,Overheating of battery,43.0,004165
4166.0,Yago,Melo,Seal,Electrical system faults,50.0,004166
4167.0,Francisco,Rodrigues,Dolphin,Range anxiety,34.0,004167
4168.0,Letícia,Moraes,Yuan,Range anxiety,20.0,004168
4169.0,Maria Flor,Ramos,Dolphin,Range anxiety,13.0,004169
4170.0,Maria Luísa,Montenegro,Dolphin,Tire replacement,45.0,004170
4171.0,Heitor,Pereira,Dolphin,Overheating of battery,22.0,004171
4172.0,Zoe,da Mata,Yuan,Cooling system issues,46.0,004172
4173.0,Isabela,Farias,Dolphin,Inverter problems,21.0,004173
4174.0,Otto,Mendes,Dolphin,Cooling system issues,45.0,004174
4175.0,Samuel,Novaes,Dolphin,Electric motor failure,22.0,004175
4176.0,Marcos Vinicius,Gonçalves,Dolphin,Battery degradation,2.0,004176
4177.0,Maria Luísa,Rios,Dolphin,Windshield replacement,16.0,004177
4178.0,Stella,Camargo,Dolphin,Regenerative braking issues,15.0,004178
4179.0,Antonella,Abreu,Dolphin,Range anxiety,21.0,004179
4180.0,Benício,Vargas,Han,Charging issues,22.0,004180
4181.0,Ana Carolina,Santos,Dolphin,Range anxiety,45.0,004181
4182.0,Yasmin,Pereira,Han,Cooling system issues,38.0,004182
4183.0,Eloá,Vasconcelos,Yuan,Range anxiety,20.0,004183
4184.0,Alana,Cavalcante,Yuan,Battery degradation,45.0,004184
4185.0,Mathias,Alves,Dolphin,Electric motor failure,7.0,004185
4186.0,João,Pires,Dolphin,Charging port issues,47.0,004186
4187.0,Renan,Santos,Han,Electric motor failure,49.0,004187
4188.0,Ana Luiza,da Cruz,Dolphin,Battery degradation,47.0,004188
4189.0,Arthur Gabriel,Aparecida,Dolphin,Battery degradation,43.0,004189
4190.0,João Lucas,Brito,Dolphin,Regenerative braking issues,49.0,004190
4191.0,Davi Lucca,Silveira,Dolphin,Regenerative braking issues,31.0,004191
4192.0,Heloisa,Souza,Dolphin,Charging issues,43.0,004192
4193.0,Isis,Vieira,Tan,Suspension problems,13.0,004193
4194.0,Benicio,Moreira,Yuan,Battery overheating,18.0,004194
4195.0,Luigi,Moreira,Dolphin,Overheating of battery,21.0,004195
4196.0,Enzo Gabriel,da Rosa,Seal,Electric motor failure,49.0,004196
4197.0,Carolina,Vieira,Dolphin,Inverter problems,1.0,004197
4198.0,Cecilia,Barros,Yuan,Software glitches,44.0,004198
4199.0,Benjamin,Gomes,Dolphin,Cooling system issues,15.0,004199
4200.0,Sabrina,Rocha,Han,Battery management system failure,19.0,004200
4201.0,Clara,Costela,Dolphin,Battery degradation,38.0,004201
4202.0,Erick,Moreira,Tan,Windshield replacement,7.0,004202
4203.0,Yago,Pimenta,Dolphin,Charging issues,19.0,004203
4204.0,Lucas,Aragão,Tan,Battery management system failure,36.0,004204
4205.0,Sarah,Cirino,Yuan,Overheating of battery,17.0,004205
4206.0,Otto,Porto,Han,Battery degradation,39.0,004206
4207.0,Gael Henrique,Camargo,Tan,Charging issues,45.0,004207
4208.0,Thiago,da Luz,Dolphin,Electric motor failure,49.0,004208
4209.0,Fernando,Sousa,Dolphin,Electric motor failure,17.0,004209
4210.0,Camila,Vasconcelos,Tan,Electrical system faults,11.0,004210
4211.0,Brenda,Aragão,Dolphin,Electric motor failure,45.0,004211
4212.0,Davi Miguel,Pacheco,Tan,Electric motor failure,32.0,004212
4213.0,Yuri,das Neves,Dolphin,Wiring problems,2.0,004213
4214.0,Isabel,da Cunha,Dolphin,Battery degradation,12.0,004214
4215.0,Maria Liz,Cunha,Dolphin,Electrical system faults,4.0,004215
4216.0,Júlia,Mendonça,Tan,Electrical system faults,47.0,004216
4217.0,Evelyn,Castro,Tan,Battery degradation,26.0,004217
4218.0,Luiz Otávio,Fernandes,Yuan,Overheating of battery,31.0,004218
4219.0,Bruno,Pinto,Yuan,Charging issues,8.0,004219
4220.0,Ana Beatriz,da Paz,Dolphin,Cabin filter replacement,22.0,004220
4221.0,Isaque,da Luz,Seal,Inconsistent charging,47.0,004221
4222.0,Raul,Campos,Tan,Electric motor failure,31.0,004222
4223.0,Gabriela,Ramos,Dolphin,Windshield replacement,47.0,004223
4224.0,Manuela,Teixeira,Dolphin,Inverter problems,40.0,004224
4225.0,Ana,Siqueira,Dolphin,Overheating of battery,8.0,004225
4226.0,Yuri,Aparecida,Dolphin,Battery degradation,28.0,004226
4227.0,Letícia,Almeida,Dolphin,Battery management system failure,13.0,004227
4228.0,Luiz Fernando,da Conceição,Dolphin,Regenerative braking issues,11.0,004228
4229.0,Heitor,Cunha,Dolphin,Inverter problems,12.0,004229
4230.0,Laís,Nascimento,Dolphin,Battery degradation,27.0,004230
4231.0,Maria Luísa,Ferreira,Han,Range anxiety,2.0,004231
4232.0,Bárbara,Andrade,Han,Range anxiety,32.0,004232
4233.0,Eloah,Mendes,Dolphin,Software glitches,16.0,004233
4234.0,Stephany,Aragão,Yuan,Electric motor failure,20.0,004234
4235.0,Maria,da Mota,Dolphin,Battery overheating,28.0,004235
4236.0,Ísis,Andrade,Dolphin,Battery management system failure,44.0,004236
4237.0,Letícia,Barros,Seal,Wiring problems,4.0,004237
4238.0,Jade,Duarte,Dolphin,Range anxiety,35.0,004238
4239.0,Cecília,Moura,Dolphin,Inverter problems,42.0,004239
4240.0,Noah,Sales,Han,Wiring problems,8.0,004240
4241.0,Ágatha,Farias,Tan,Electric motor failure,46.0,004241
4242.0,Antony,Machado,Dolphin,Charging issues,31.0,004242
4243.0,Lucas Gabriel,Aragão,Yuan,Electrical system faults,10.0,004243
4244.0,Olivia,Leão,Yuan,Battery overheating,15.0,004244
4245.0,Caroline,Barros,Yuan,Charging issues,30.0,004245
4246.0,Maysa,Aragão,Dolphin,Tire replacement,6.0,004246
4247.0,Carolina,Nogueira,Seal,Electrical system faults,5.0,004247
4248.0,Lavínia,Cavalcante,Seal,Cabin filter replacement,20.0,004248
4249.0,Lívia,da Cunha,Dolphin,Regenerative braking issues,46.0,004249
4250.0,Leonardo,das Neves,Dolphin,Windshield replacement,42.0,004250
4251.0,Clara,Casa Grande,Dolphin,Tire replacement,41.0,004251
4252.0,Rebeca,Machado,Dolphin,Overheating of battery,17.0,004252
4253.0,Pietra,Silva,Dolphin,Cooling system issues,33.0,004253
4254.0,Gustavo,Alves,Dolphin,Battery management system failure,29.0,004254
4255.0,Agatha,Costa,Tan,Battery degradation,49.0,004255
4256.0,Marcos Vinicius,Brito,Dolphin,Overheating of battery,40.0,004256
4257.0,Sophie,Macedo,Han,Cooling system issues,27.0,004257
4258.0,Mariane,Cavalcanti,Dolphin,Range anxiety,22.0,004258
4259.0,Bernardo,Sá,Tan,Electrical system faults,38.0,004259
4260.0,Rafaela,da Costa,Yuan,Charging issues,11.0,004260
4261.0,Isis,Marques,Dolphin,Regenerative braking issues,47.0,004261
4262.0,Ana Carolina,Carvalho,Seal,Charging issues,44.0,004262
4263.0,Laura,Ferreira,Yuan,Cabin filter replacement,16.0,004263
4264.0,Manuella,Ramos,Yuan,Regenerative braking issues,31.0,004264
4265.0,José,Câmara,Dolphin,Inconsistent charging,40.0,004265
4266.0,Sofia,Fernandes,Dolphin,Wiring problems,18.0,004266
4267.0,Ana Cecília,Farias,Dolphin,Electric motor failure,44.0,004267
4268.0,Milena,Monteiro,Dolphin,Suspension problems,47.0,004268
4269.0,Pietro,Campos,Dolphin,Range anxiety,21.0,004269
4270.0,Joana,Ferreira,Yuan,Suspension problems,8.0,004270
4271.0,Emanuelly,Teixeira,Yuan,Inverter problems,2.0,004271
4272.0,Rhavi,Leão,Dolphin,Range anxiety,20.0,004272
4273.0,Ester,Vasconcelos,Yuan,Charging issues,10.0,004273
4274.0,Gustavo Henrique,Fernandes,Yuan,Charging port issues,7.0,004274
4275.0,Aurora,Nunes,Yuan,Windshield replacement,14.0,004275
4276.0,Isaac,Nogueira,Dolphin,Overheating of battery,32.0,004276
4277.0,Danilo,Marques,Dolphin,Cooling system issues,30.0,004277
4278.0,Maria Fernanda,Sá,Dolphin,Charging issues,14.0,004278
4279.0,Hellena,Cirino,Dolphin,Battery degradation,23.0,004279
4280.0,Henrique,Machado,Dolphin,Charging issues,39.0,004280
4281.0,Joana,Gonçalves,Dolphin,Charging port issues,38.0,004281
4282.0,Augusto,Moraes,Han,Battery management system failure,5.0,004282
4283.0,Matteo,Pires,Tan,Overheating of battery,35.0,004283
4284.0,Manuela,Pinto,Han,Windshield replacement,46.0,004284
4285.0,Rebeca,Moraes,Dolphin,Battery degradation,24.0,004285
4286.0,Ryan,Aragão,Dolphin,Battery management system failure,20.0,004286
4287.0,Isaac,Siqueira,Yuan,Inverter problems,33.0,004287
4288.0,Daniela,Ribeiro,Yuan,Range anxiety,4.0,004288
4289.0,Isabella,Vasconcelos,Dolphin,Battery management system failure,50.0,004289
4290.0,Rodrigo,Ribeiro,Dolphin,Cooling system issues,22.0,004290
4291.0,Samuel,Barbosa,Dolphin,Charging issues,20.0,004291
4292.0,Marina,Peixoto,Dolphin,Battery degradation,2.0,004292
4293.0,Antony,Monteiro,Dolphin,Battery degradation,17.0,004293
4294.0,Paulo,Nunes,Dolphin,Overheating of battery,25.0,004294
4295.0,Nicole,Lima,Dolphin,Windshield replacement,31.0,004295
4296.0,Davi Lucca,Peixoto,Dolphin,Electric motor failure,22.0,004296
4297.0,Igor,Pastor,Dolphin,Battery degradation,50.0,004297
4298.0,Ísis,Guerra,Tan,Electric motor failure,6.0,004298
4299.0,Noah,Cunha,Dolphin,Battery degradation,44.0,004299
4300.0,Heitor,Lopes,Dolphin,Electric motor failure,40.0,004300
4301.0,Bruna,Correia,Dolphin,Overheating of battery,43.0,004301
4302.0,Felipe,Santos,Dolphin,Battery degradation,22.0,004302
4303.0,Juan,Cassiano,Yuan,Charging issues,15.0,004303
4304.0,Ana Lívia,Pires,Tan,Battery overheating,3.0,004304
4305.0,Isadora,Aragão,Tan,Inverter problems,47.0,004305
4306.0,Henrique,Macedo,Dolphin,Electrical system faults,16.0,004306
4307.0,Benjamim,Melo,Yuan,Software glitches,27.0,004307
4308.0,Dom,Nascimento,Tan,Battery degradation,25.0,004308
4309.0,Luiz Felipe,Costa,Dolphin,Wiring problems,42.0,004309
4310.0,Stephany,Almeida,Han,Charging issues,46.0,004310
4311.0,Beatriz,da Paz,Tan,Tire replacement,22.0,004311
4312.0,Zoe,Mendonça,Yuan,Battery management system failure,19.0,004312
4313.0,Davi Lucas,Rocha,Dolphin,Charging issues,49.0,004313
4314.0,Maria Eduarda,Sampaio,Yuan,Electric motor failure,26.0,004314
4315.0,João Lucas,Gonçalves,Han,Charging issues,16.0,004315
4316.0,Valentim,Freitas,Dolphin,Charging issues,45.0,004316
4317.0,Enzo,Castro,Yuan,Charging issues,37.0,004317
4318.0,Bella,Almeida,Dolphin,Inconsistent charging,9.0,004318
4319.0,Maria Alice,Cavalcanti,Dolphin,Windshield replacement,11.0,004319
4320.0,Isaque,Dias,Dolphin,Overheating of battery,36.0,004320
4321.0,Luiz Felipe,Ramos,Dolphin,Range anxiety,29.0,004321
4322.0,Anthony,da Cunha,Tan,Cooling system issues,18.0,004322
4323.0,Isaac,Pastor,Tan,Range anxiety,28.0,004323
4324.0,Agatha,Novais,Dolphin,Overheating of battery,35.0,004324
4325.0,Alexandre,Carvalho,Dolphin,Tire replacement,31.0,004325
4326.0,Emanuella,Souza,Dolphin,Overheating of battery,13.0,004326
4327.0,Luan,Montenegro,Dolphin,Electric motor failure,47.0,004327
4328.0,Ana Liz,Fernandes,Yuan,Electric motor failure,44.0,004328
4329.0,Lunna,Araújo,Dolphin,Cooling system issues,18.0,004329
4330.0,Emanuella,Pires,Dolphin,Electric motor failure,6.0,004330
4331.0,André,Azevedo,Dolphin,Electric motor failure,13.0,004331
4332.0,Clara,Moura,Dolphin,Battery management system failure,40.0,004332
4333.0,Aylla,Teixeira,Yuan,Inverter problems,6.0,004333
4334.0,Ravi,Dias,Yuan,Battery management system failure,19.0,004334
4335.0,Rafaela,Sales,Han,Battery management system failure,23.0,004335
4336.0,Noah,Barbosa,Han,Battery management system failure,37.0,004336
4337.0,Helena,Porto,Yuan,Battery management system failure,48.0,004337
4338.0,Pedro Miguel,Viana,Yuan,Regenerative braking issues,2.0,004338
4339.0,Isabel,Araújo,Dolphin,Charging issues,6.0,004339
4340.0,Thiago,Cardoso,Yuan,Cabin filter replacement,14.0,004340
4341.0,Cauã,Ferreira,Yuan,Electrical system faults,24.0,004341
4342.0,Marina,Garcia,Han,Battery degradation,32.0,004342
4343.0,Ester,Souza,Yuan,Brake system maintenance,30.0,004343
4344.0,Henry,Aragão,Dolphin,Vehicle control system failures,45.0,004344
4345.0,Matheus,Moura,Dolphin,Charging issues,26.0,004345
4346.0,Igor,Andrade,Dolphin,Charging issues,2.0,004346
4347.0,Luiza,Dias,Dolphin,Inverter problems,17.0,004347
4348.0,Carolina,Sales,Dolphin,Range anxiety,1.0,004348
4349.0,Bruno,da Luz,Dolphin,Battery degradation,25.0,004349
4350.0,Júlia,Novais,Han,Fluid top-up,27.0,004350
4351.0,Sabrina,Gomes,Dolphin,Battery management system failure,20.0,004351
4352.0,Danilo,Pacheco,Dolphin,Range anxiety,19.0,004352
4353.0,Isadora,Nascimento,Han,Brake system maintenance,33.0,004353
4354.0,Joana,Pereira,Yuan,Suspension problems,32.0,004354
4355.0,Miguel,Sampaio,Dolphin,Wiring problems,5.0,004355
4356.0,Pietra,das Neves,Dolphin,Cooling system issues,25.0,004356
4357.0,Daniela,Souza,Dolphin,Charging issues,50.0,004357
4358.0,Juliana,Duarte,Dolphin,Cabin filter replacement,26.0,004358
4359.0,Antony,Pereira,Dolphin,Overheating of battery,9.0,004359
4360.0,Ana Sophia,Castro,Dolphin,Regenerative braking issues,47.0,004360
4361.0,Rafaela,Castro,Yuan,Battery degradation,28.0,004361
4362.0,Ana Júlia,Pacheco,Yuan,Regenerative braking issues,23.0,004362
4363.0,Raquel,Viana,Yuan,Inconsistent charging,50.0,004363
4364.0,Liam,da Costa,Yuan,Electric motor failure,29.0,004364
4365.0,Leonardo,da Luz,Yuan,Charging issues,50.0,004365
4366.0,Bento,Mendes,Yuan,Regenerative braking issues,18.0,004366
4367.0,Gabrielly,Gonçalves,Dolphin,Range anxiety,38.0,004367
4368.0,Nicole,Lopes,Dolphin,Wiring problems,34.0,004368
4369.0,Isabela,Ramos,Yuan,Windshield replacement,46.0,004369
4370.0,Anthony Gabriel,Leão,Dolphin,Range anxiety,10.0,004370
4371.0,Antony,Peixoto,Dolphin,Charging issues,50.0,004371
4372.0,Olívia,Brito,Han,Suspension problems,17.0,004372
4373.0,Lucas Gabriel,Nascimento,Dolphin,Battery degradation,35.0,004373
4374.0,Lavínia,Pinto,Han,Electrical system faults,24.0,004374
4375.0,Pedro Henrique,Vasconcelos,Dolphin,Battery degradation,44.0,004375
4376.0,Vitor Gabriel,Farias,Han,Regenerative braking issues,19.0,004376
4377.0,Cauã,Farias,Dolphin,Overheating of battery,9.0,004377
4378.0,Letícia,Cavalcante,Dolphin,Range anxiety,16.0,004378
4379.0,João,Abreu,Dolphin,Inconsistent charging,17.0,004379
4380.0,Liam,Machado,Dolphin,Electric motor failure,44.0,004380
4381.0,Aurora,Martins,Dolphin,Electric motor failure,12.0,004381
4382.0,Antonella,Pereira,Dolphin,Battery degradation,17.0,004382
4383.0,Nicolas,Vasconcelos,Dolphin,Range anxiety,4.0,004383
4384.0,Alice,Pimenta,Yuan,Charging issues,45.0,004384
4385.0,Manuella,Pinto,Dolphin,Battery degradation,4.0,004385
4386.0,Sara,Câmara,Dolphin,Charging issues,41.0,004386
4387.0,Samuel,Vieira,Dolphin,Tire replacement,9.0,004387
4388.0,Luiz Felipe,das Neves,Yuan,Charging issues,10.0,004388
4389.0,Maria Júlia,Rodrigues,Tan,Charging issues,18.0,004389
4390.0,Daniel,da Mata,Dolphin,Connectivity issues,10.0,004390
4391.0,Vitor Hugo,Silveira,Tan,Overheating of battery,23.0,004391
4392.0,Thiago,Cavalcanti,Dolphin,Inverter problems,2.0,004392
4393.0,Ana Luiza,da Rosa,Yuan,Software glitches,2.0,004393
4394.0,Noah,Casa Grande,Han,Battery degradation,29.0,004394
4395.0,Stephany,Monteiro,Dolphin,Battery overheating,8.0,004395
4396.0,Isabel,Nascimento,Dolphin,Tire replacement,5.0,004396
4397.0,Raquel,Pires,Dolphin,Battery management system failure,48.0,004397
4398.0,Zoe,Pastor,Yuan,Electric motor failure,8.0,004398
4399.0,João,Peixoto,Dolphin,Charging port issues,37.0,004399
4400.0,Brayan,Nunes,Dolphin,Electrical system faults,39.0,004400
4401.0,Ana Luiza,da Cruz,Yuan,Inverter problems,6.0,004401
4402.0,Pedro Lucas,Rocha,Dolphin,Cabin filter replacement,47.0,004402
4403.0,Nicolas,Silva,Dolphin,Electrical system faults,12.0,004403
4404.0,Olivia,da Costa,Yuan,Charging issues,21.0,004404
4405.0,Guilherme,Montenegro,Dolphin,Charging issues,22.0,004405
4406.0,Caio,Araújo,Dolphin,Regenerative braking issues,7.0,004406
4407.0,Stella,Barros,Dolphin,Battery degradation,3.0,004407
4408.0,Breno,Vasconcelos,Dolphin,Battery management system failure,17.0,004408
4409.0,João Felipe,Cassiano,Seal,Battery degradation,27.0,004409
4410.0,Fernando,da Paz,Dolphin,Tire replacement,5.0,004410
4411.0,Bernardo,Novaes,Dolphin,Range anxiety,44.0,004411
4412.0,Josué,Souza,Han,Regenerative braking issues,2.0,004412
4413.0,Rafael,Caldeira,Yuan,Battery degradation,26.0,004413
4414.0,Henry,Araújo,Dolphin,Electric motor failure,3.0,004414
4415.0,Ana Carolina,Guerra,Dolphin,Battery management system failure,41.0,004415
4416.0,Theodoro,da Rosa,Dolphin,Battery degradation,27.0,004416
4417.0,Pietro,Novaes,Dolphin,Windshield replacement,39.0,004417
4418.0,Marcela,Cirino,Dolphin,Brake system maintenance,28.0,004418
4419.0,Isaque,das Neves,Dolphin,Battery degradation,31.0,004419
4420.0,Luísa,Brito,Yuan,Cabin filter replacement,35.0,004420
4421.0,Paulo,Alves,Dolphin,Charging issues,26.0,004421
4422.0,Antonella,Oliveira,Dolphin,Cooling system issues,28.0,004422
4423.0,Matheus,Nogueira,Han,Battery degradation,48.0,004423
4424.0,Felipe,Viana,Dolphin,Electrical system faults,29.0,004424
4425.0,Vitor,Caldeira,Tan,Battery degradation,44.0,004425
4426.0,Vinícius,Sales,Dolphin,Cooling system issues,29.0,004426
4427.0,Leonardo,Gonçalves,Dolphin,Electrical system faults,49.0,004427
4428.0,Pedro Miguel,Aragão,Seal,Range anxiety,5.0,004428
4429.0,Arthur Miguel,Andrade,Tan,Wiring problems,18.0,004429
4430.0,Alexandre,Vasconcelos,Dolphin,Charging issues,13.0,004430
4431.0,Benjamim,Macedo,Yuan,Suspension problems,24.0,004431
4432.0,Juan,Cardoso,Dolphin,Vehicle control system failures,20.0,004432
4433.0,Milena,Caldeira,Dolphin,Electric motor failure,4.0,004433
4434.0,Ágatha,Machado,Dolphin,Range anxiety,50.0,004434
4435.0,Sophie,Rodrigues,Yuan,Charging issues,28.0,004435
4436.0,Levi,Rezende,Dolphin,Electric motor failure,3.0,004436
4437.0,Levi,Montenegro,Dolphin,Windshield replacement,20.0,004437
4438.0,Giovanna,Gomes,Seal,Inverter problems,22.0,004438
4439.0,Ana Laura,da Paz,Yuan,Battery management system failure,15.0,004439
4440.0,Davi Lucca,Caldeira,Yuan,Regenerative braking issues,30.0,004440
4441.0,Francisco,Sales,Dolphin,Windshield replacement,21.0,004441
4442.0,Allana,Cardoso,Yuan,Battery degradation,31.0,004442
4443.0,Emanuella,Siqueira,Dolphin,Regenerative braking issues,18.0,004443
4444.0,Caleb,Cavalcanti,Dolphin,Charging issues,20.0,004444
4445.0,Benício,Santos,Dolphin,Tire replacement,43.0,004445
4446.0,Davi Luiz,Rios,Han,Brake system maintenance,38.0,004446
4447.0,Vitória,Moraes,Tan,Charging issues,45.0,004447
4448.0,Ágatha,Peixoto,Dolphin,Charging issues,43.0,004448
4449.0,João Lucas,Silva,Dolphin,Battery degradation,47.0,004449
4450.0,Asafe,Ribeiro,Dolphin,Tire replacement,13.0,004450
4451.0,Luigi,Sousa,Dolphin,Battery management system failure,48.0,004451
4452.0,Rafael,Freitas,Dolphin,Range anxiety,46.0,004452
4453.0,Eduarda,Martins,Yuan,Suspension problems,14.0,004453
4454.0,Davi Luiz,Cavalcante,Dolphin,Regenerative braking issues,25.0,004454
4455.0,João Pedro,da Cunha,Dolphin,Regenerative braking issues,33.0,004455
4456.0,Davi,Pimenta,Yuan,Regenerative braking issues,17.0,004456
4457.0,Thomas,Peixoto,Yuan,Regenerative braking issues,28.0,004457
4458.0,Davi Lucca,Moura,Dolphin,Cooling system issues,7.0,004458
4459.0,Anna Liz,Gonçalves,Dolphin,Overheating of battery,37.0,004459
4460.0,Luan,Pinto,Dolphin,Range anxiety,14.0,004460
4461.0,Maria Flor,Teixeira,Seal,Cabin filter replacement,4.0,004461
4462.0,Heloísa,Nunes,Tan,Charging issues,46.0,004462
4463.0,Natália,da Rocha,Yuan,Charging issues,35.0,004463
4464.0,Augusto,Borges,Dolphin,Battery management system failure,8.0,004464
4465.0,Maya,Sousa,Dolphin,Electrical system faults,49.0,004465
4466.0,Yan,Dias,Dolphin,Range anxiety,39.0,004466
4467.0,Olívia,Silva,Tan,Charging port issues,40.0,004467
4468.0,Isaque,Cardoso,Dolphin,Regenerative braking issues,17.0,004468
4469.0,Benjamim,Borges,Dolphin,Software glitches,17.0,004469
4470.0,Caroline,Lima,Dolphin,Battery degradation,34.0,004470
4471.0,Kaique,da Rocha,Yuan,Cooling system issues,31.0,004471
4472.0,Lavínia,Freitas,Yuan,Cooling system issues,33.0,004472
4473.0,Luana,Alves,Dolphin,Battery management system failure,35.0,004473
4474.0,Alana,Cunha,Tan,Charging issues,14.0,004474
4475.0,João Guilherme,Mendes,Dolphin,Battery degradation,42.0,004475
4476.0,Stephany,Fogaça,Yuan,Cooling system issues,39.0,004476
4477.0,Beatriz,Santos,Dolphin,Electrical system faults,15.0,004477
4478.0,Anthony Gabriel,Abreu,Dolphin,Battery degradation,47.0,004478
4479.0,Luana,Borges,Dolphin,Inconsistent charging,9.0,004479
4480.0,Davi Lucas,da Mata,Yuan,Battery degradation,10.0,004480
4481.0,Daniel,Alves,Seal,Software glitches,19.0,004481
4482.0,Vinicius,Guerra,Dolphin,Battery degradation,14.0,004482
4483.0,João Miguel,Pires,Han,Wiring problems,11.0,004483
4484.0,Thiago,da Rosa,Dolphin,Electric motor failure,45.0,004484
4485.0,João,Cavalcante,Dolphin,Electrical system faults,28.0,004485
4486.0,Luan,da Cunha,Dolphin,Battery management system failure,13.0,004486
4487.0,Davi Luiz,Almeida,Dolphin,Battery management system failure,47.0,004487
4488.0,Hadassa,da Rocha,Dolphin,Windshield replacement,5.0,004488
4489.0,Miguel,Marques,Tan,Electric motor failure,15.0,004489
4490.0,Otávio,Vasconcelos,Dolphin,Cooling system issues,42.0,004490
4491.0,Giovanna,Carvalho,Dolphin,Electrical system faults,12.0,004491
4492.0,Emanuel,Pastor,Han,Charging issues,21.0,004492
4493.0,Yago,Araújo,Dolphin,Electrical system faults,27.0,004493
4494.0,Yuri,Oliveira,Dolphin,Inverter problems,42.0,004494
4495.0,Evelyn,Monteiro,Dolphin,Charging issues,15.0,004495
4496.0,Davi Luiz,Rodrigues,Yuan,Regenerative braking issues,4.0,004496
4497.0,Maria Júlia,Pinto,Yuan,Tire replacement,39.0,004497
4498.0,Anthony,Abreu,Tan,Charging port issues,17.0,004498
4499.0,Clara,Fernandes,Yuan,Inverter problems,40.0,004499
4500.0,Benjamim,da Costa,Tan,Electric motor failure,35.0,004500
4501.0,Mariah,Silveira,Dolphin,Regenerative braking issues,50.0,004501
4502.0,Luísa,Brito,Dolphin,Range anxiety,20.0,004502
4503.0,Gabriela,Melo,Dolphin,Software glitches,43.0,004503
4504.0,Natália,Melo,Dolphin,Battery management system failure,27.0,004504
4505.0,Luiza,da Conceição,Seal,Battery degradation,11.0,004505
4506.0,Henrique,Campos,Yuan,Battery overheating,20.0,004506
4507.0,Valentina,Viana,Dolphin,Electric motor failure,38.0,004507
4508.0,Allana,Nogueira,Dolphin,Electric motor failure,1.0,004508
4509.0,Vinicius,Andrade,Han,Electric motor failure,40.0,004509
4510.0,José Pedro,Costa,Tan,Inverter problems,45.0,004510
4511.0,Gael Henrique,Rodrigues,Seal,Suspension problems,17.0,004511
4512.0,Arthur Gabriel,Freitas,Dolphin,Windshield replacement,18.0,004512
4513.0,Antônio,Guerra,Dolphin,Overheating of battery,23.0,004513
4514.0,Ísis,Garcia,Dolphin,Regenerative braking issues,18.0,004514
4515.0,Stephany,Costela,Dolphin,Charging issues,43.0,004515
4516.0,Arthur Miguel,Pimenta,Seal,Climate control system issues,42.0,004516
4517.0,Enrico,Castro,Dolphin,Overheating of battery,2.0,004517
4518.0,Caroline,Siqueira,Tan,Wiring problems,27.0,004518
4519.0,Hadassa,Pastor,Yuan,Overheating of battery,28.0,004519
4520.0,Ana Vitória,Sá,Dolphin,Charging port issues,13.0,004520
4521.0,João Gabriel,Ferreira,Dolphin,Battery degradation,46.0,004521
4522.0,Diogo,Melo,Dolphin,Charging issues,11.0,004522
4523.0,Alice,Siqueira,Dolphin,Charging issues,16.0,004523
4524.0,Luiz Fernando,Correia,Han,Electric motor failure,9.0,004524
4525.0,Rafaela,Brito,Dolphin,Battery management system failure,38.0,004525
4526.0,Matteo,Mendonça,Dolphin,Electrical system faults,38.0,004526
4527.0,Luiza,Macedo,Dolphin,Electrical system faults,26.0,004527
4528.0,Laís,Machado,Dolphin,Regenerative braking issues,14.0,004528
4529.0,Vinícius,Moraes,Yuan,Cooling system issues,4.0,004529
4530.0,Ester,Silveira,Dolphin,Battery degradation,42.0,004530
4531.0,Amanda,Oliveira,Dolphin,Charging issues,40.0,004531
4532.0,Melina,Jesus,Dolphin,Electric motor failure,47.0,004532
4533.0,Rael,Gonçalves,Dolphin,Tire replacement,6.0,004533
4534.0,Guilherme,Monteiro,Dolphin,Vehicle control system failures,5.0,004534
4535.0,Evelyn,Cavalcante,Han,Range anxiety,46.0,004535
4536.0,Esther,Camargo,Yuan,Battery management system failure,4.0,004536
4537.0,João Guilherme,Porto,Dolphin,Cabin filter replacement,27.0,004537
4538.0,Samuel,Peixoto,Seal,Regenerative braking issues,4.0,004538
4539.0,Evelyn,Borges,Dolphin,Electric motor failure,28.0,004539
4540.0,Arthur Gabriel,Viana,Tan,Regenerative braking issues,46.0,004540
4541.0,Giovanna,Camargo,Dolphin,Inverter problems,6.0,004541
4542.0,Daniela,Souza,Seal,Battery degradation,22.0,004542
4543.0,Oliver,Teixeira,Yuan,Fluid top-up,47.0,004543
4544.0,Lavínia,Camargo,Dolphin,Battery degradation,43.0,004544
4545.0,Manuella,da Rocha,Dolphin,Battery degradation,19.0,004545
4546.0,Davi,Dias,Yuan,Battery management system failure,29.0,004546
4547.0,Vitor Hugo,Souza,Dolphin,Cooling system issues,46.0,004547
4548.0,Julia,da Conceição,Dolphin,Charging issues,5.0,004548
4549.0,Allana,Ferreira,Seal,Battery degradation,35.0,004549
4550.0,Aylla,da Rosa,Han,Electrical system faults,28.0,004550
4551.0,Isaac,Gonçalves,Dolphin,Regenerative braking issues,23.0,004551
4552.0,Raquel,Cavalcanti,Dolphin,Overheating of battery,49.0,004552
4553.0,Miguel,Macedo,Dolphin,Cabin filter replacement,35.0,004553
4554.0,Emanuel,Barros,Dolphin,Inverter problems,24.0,004554
